country,type,weekday,year,month,day,date,localtime,date-localtime,timeofday,ISO8601Time
fr,Underground,Friday,1981,3,6,3/6/1981,18:27:00,3/6/1981 18:27:00,Evening,1981-03-06
ussr,Underground,Wednesday,1981,3,25,3/25/1981,3:00:00,3/25/1981 3:00:00,Night,1981-03-25
fr,Underground,Saturday,1981,3,28,3/28/1981,18:23:01,3/28/1981 18:23:01,Evening,1981-03-28
ussr,Underground,Sunday,1981,3,29,3/29/1981,7:03:53,3/29/1981 7:03:53,Morning,1981-03-29
ussr,Underground,Sunday,1981,3,29,3/29/1981,7:03:53,3/29/1981 7:03:53,Morning,1981-03-29
ussr,Underground,Sunday,1981,3,29,3/29/1981,7:03:53,3/29/1981 7:03:53,Morning,1981-03-29
fr,Underground,Friday,1981,4,10,4/10/1981,19:57:01,4/10/1981 19:57:01,Evening,1981-04-10
ussr,Underground,Wednesday,1981,4,22,4/22/1981,5:17:14,4/22/1981 5:17:14,Night,1981-04-22
ussr,Underground,Wednesday,1981,4,22,4/22/1981,5:17:14,4/22/1981 5:17:14,Night,1981-04-22
ussr,Underground,Wednesday,1981,4,22,4/22/1981,5:17:14,4/22/1981 5:17:14,Night,1981-04-22
usa,Underground,Thursday,1981,4,30,4/30/1981,7:35:00,4/30/1981 7:35:00,Morning,1981-04-30
ussr,Underground,Monday,1981,5,25,5/25/1981,9:00:00,5/25/1981 9:00:00,Morning,1981-05-25
ussr,Underground,Wednesday,1981,5,27,5/27/1981,7:58:15,5/27/1981 7:58:15,Morning,1981-05-27
usa,Underground,Friday,1981,5,29,5/29/1981,9:00:00,5/29/1981 9:00:00,Morning,1981-05-29
ussr,Underground,Thursday,1981,6,4,6/4/1981,4:00:00,6/4/1981 4:00:00,Night,1981-06-04
usa,Underground,Saturday,1981,6,6,6/6/1981,11:00:00,6/6/1981 11:00:00,Morning,1981-06-06
ussr,Underground,Tuesday,1981,6,30,6/30/1981,5:57:15,6/30/1981 5:57:15,Night,1981-06-30
ussr,Underground,Tuesday,1981,6,30,6/30/1981,5:57:15,6/30/1981 5:57:15,Night,1981-06-30
fr,Underground,Wednesday,1981,7,8,7/8/1981,0:23:00,7/8/1981 0:23:00,Night,1981-07-08
usa,Underground,Friday,1981,7,10,7/10/1981,7:00:00,7/10/1981 7:00:00,Morning,1981-07-10
fr,Underground,Saturday,1981,7,11,7/11/1981,19:17:00,7/11/1981 19:17:00,Evening,1981-07-11
usa,Underground,Thursday,1981,7,16,7/16/1981,8:00:00,7/16/1981 8:00:00,Morning,1981-07-16
ussr,Underground,Friday,1981,7,17,7/17/1981,6:37:18,7/17/1981 6:37:18,Morning,1981-07-17
fr,Underground,Saturday,1981,7,18,7/18/1981,19:43:00,7/18/1981 19:43:00,Evening,1981-07-18
fr,Underground,Monday,1981,8,3,8/3/1981,20:32:59,8/3/1981 20:32:59,Evening,1981-08-03
usa,Underground,Wednesday,1981,8,5,8/5/1981,6:41:00,8/5/1981 6:41:00,Morning,1981-08-05
ussr,Underground,Friday,1981,8,14,8/14/1981,6:27:15,8/14/1981 6:27:15,Morning,1981-08-14
ussr,Underground,Friday,1981,8,14,8/14/1981,6:27:15,8/14/1981 6:27:15,Morning,1981-08-14
ussr,Underground,Friday,1981,8,14,8/14/1981,6:27:15,8/14/1981 6:27:15,Morning,1981-08-14
usa,Underground,Thursday,1981,8,27,8/27/1981,7:31:00,8/27/1981 7:31:00,Morning,1981-08-27
ussr,Underground,Wednesday,1981,9,2,9/2/1981,8:00:00,9/2/1981 8:00:00,Morning,1981-09-02
usa,Underground,Friday,1981,9,4,9/4/1981,8:00:00,9/4/1981 8:00:00,Morning,1981-09-04
ussr,Underground,Sunday,1981,9,13,9/13/1981,6:17:21,9/13/1981 6:17:21,Morning,1981-09-13
usa,Underground,Thursday,1981,9,24,9/24/1981,8:00:00,9/24/1981 8:00:00,Morning,1981-09-24
ussr,Underground,Saturday,1981,9,26,9/26/1981,9:00:00,9/26/1981 9:00:00,Morning,1981-09-26
ussr,Underground,Saturday,1981,9,26,9/26/1981,9:04:00,9/26/1981 9:04:00,Morning,1981-09-26
usa,Underground,Thursday,1981,10,1,10/1/1981,12:00:00,10/1/1981 12:00:00,Afternoon,1981-10-01
ussr,Underground,Thursday,1981,10,1,10/1/1981,15:14:57,10/1/1981 15:14:57,Afternoon,1981-10-01
ussr,Underground,Thursday,1981,10,1,10/1/1981,15:14:57,10/1/1981 15:14:57,Afternoon,1981-10-01
ussr,Underground,Thursday,1981,10,1,10/1/1981,15:14:57,10/1/1981 15:14:57,Afternoon,1981-10-01
ussr,Underground,Thursday,1981,10,1,10/1/1981,15:14:57,10/1/1981 15:14:57,Afternoon,1981-10-01
ussr,Underground,Friday,1981,10,16,10/16/1981,3:00:00,10/16/1981 3:00:00,Night,1981-10-16
ussr,Underground,Sunday,1981,10,18,10/18/1981,6:57:05,10/18/1981 6:57:05,Morning,1981-10-18
ussr,Underground,Sunday,1981,10,18,10/18/1981,6:57:05,10/18/1981 6:57:05,Morning,1981-10-18
ussr,Underground,Thursday,1981,10,22,10/22/1981,17:00:00,10/22/1981 17:00:00,Afternoon,1981-10-22
fr,Underground,Friday,1981,11,6,11/6/1981,18:03:00,11/6/1981 18:03:00,Evening,1981-11-06
usa,Underground,Wednesday,1981,11,11,11/11/1981,12:00:09,11/11/1981 12:00:09,Afternoon,1981-11-11
fr,Underground,Wednesday,1981,11,11,11/11/1981,18:07:00,11/11/1981 18:07:00,Evening,1981-11-11
uk,Underground,Thursday,1981,11,12,11/12/1981,15:00:00,11/12/1981 15:00:00,Afternoon,1981-11-12
ussr,Underground,Friday,1981,11,20,11/20/1981,7:57:05,11/20/1981 7:57:05,Morning,1981-11-20
ussr,Underground,Friday,1981,11,20,11/20/1981,7:57:05,11/20/1981 7:57:05,Morning,1981-11-20
ussr,Underground,Sunday,1981,11,29,11/29/1981,6:35:11,11/29/1981 6:35:11,Morning,1981-11-29
ussr,Underground,Sunday,1981,11,29,11/29/1981,6:35:11,11/29/1981 6:35:11,Morning,1981-11-29
ussr,Underground,Sunday,1981,11,29,11/29/1981,6:35:11,11/29/1981 6:35:11,Morning,1981-11-29
usa,Underground,Thursday,1981,12,3,12/3/1981,7:00:00,12/3/1981 7:00:00,Morning,1981-12-03
fr,Underground,Saturday,1981,12,5,12/5/1981,17:58:01,12/5/1981 17:58:01,Afternoon,1981-12-05
fr,Underground,Tuesday,1981,12,8,12/8/1981,17:47:00,12/8/1981 17:47:00,Afternoon,1981-12-08
usa,Underground,Wednesday,1981,12,16,12/16/1981,13:05:00,12/16/1981 13:05:00,Afternoon,1981-12-16
ussr,Underground,Tuesday,1981,12,22,12/22/1981,7:31:05,12/22/1981 7:31:05,Morning,1981-12-22
ussr,Underground,Tuesday,1981,12,22,12/22/1981,7:31:05,12/22/1981 7:31:05,Morning,1981-12-22
ussr,Underground,Tuesday,1981,12,22,12/22/1981,7:31:05,12/22/1981 7:31:05,Morning,1981-12-22
ussr,Underground,Sunday,1981,12,27,12/27/1981,6:43:17,12/27/1981 6:43:17,Morning,1981-12-27
usa,Underground,Thursday,1982,1,28,1/28/1982,8:00:00,1/28/1982 8:00:00,Morning,1982-01-28
usa,Underground,Friday,1982,2,12,2/12/1982,6:55:00,2/12/1982 6:55:00,Morning,1982-02-12
usa,Underground,Friday,1982,2,12,2/12/1982,7:25:00,2/12/1982 7:25:00,Morning,1982-02-12
ussr,Underground,Friday,1982,2,19,2/19/1982,6:56:13,2/19/1982 6:56:13,Morning,1982-02-19
ussr,Underground,Friday,1982,2,19,2/19/1982,6:56:13,2/19/1982 6:56:13,Morning,1982-02-19
fr,Underground,Saturday,1982,2,20,2/20/1982,18:33:00,2/20/1982 18:33:00,Evening,1982-02-20
fr,Underground,Wednesday,1982,2,24,2/24/1982,19:15:00,2/24/1982 19:15:00,Evening,1982-02-24
fr,Underground,Saturday,1982,3,20,3/20/1982,18:03:00,3/20/1982 18:03:00,Evening,1982-03-20
fr,Underground,Tuesday,1982,3,23,3/23/1982,18:07:00,3/23/1982 18:07:00,Evening,1982-03-23
fr,Underground,Wednesday,1982,3,31,3/31/1982,18:30:00,3/31/1982 18:30:00,Evening,1982-03-31
ussr,Underground,Tuesday,1982,4,6,4/6/1982,4:00:00,4/6/1982 4:00:00,Night,1982-04-06
usa,Underground,Saturday,1982,4,17,4/17/1982,10:00:00,4/17/1982 10:00:00,Morning,1982-04-17
ussr,Underground,Sunday,1982,4,25,4/25/1982,7:23:08,4/25/1982 7:23:08,Morning,1982-04-25
ussr,Underground,Sunday,1982,4,25,4/25/1982,7:23:08,4/25/1982 7:23:08,Morning,1982-04-25
ussr,Underground,Sunday,1982,4,25,4/25/1982,7:23:08,4/25/1982 7:23:08,Morning,1982-04-25
uk,Underground,Sunday,1982,4,25,4/25/1982,18:05:00,4/25/1982 18:05:00,Evening,1982-04-25
usa,Underground,Thursday,1982,5,6,5/6/1982,13:00:00,5/6/1982 13:00:00,Afternoon,1982-05-06
usa,Underground,Friday,1982,5,7,5/7/1982,11:17:00,5/7/1982 11:17:00,Morning,1982-05-07
usa,Underground,Wednesday,1982,6,16,6/16/1982,7:00:00,6/16/1982 7:00:00,Morning,1982-06-16
usa,Underground,Thursday,1982,6,24,6/24/1982,7:15:00,6/24/1982 7:15:00,Morning,1982-06-24
ussr,Underground,Friday,1982,6,25,6/25/1982,6:03:07,6/25/1982 6:03:07,Morning,1982-06-25
ussr,Underground,Friday,1982,6,25,6/25/1982,6:03:07,6/25/1982 6:03:07,Morning,1982-06-25
fr,Underground,Sunday,1982,6,27,6/27/1982,19:00:00,6/27/1982 19:00:00,Evening,1982-06-27
fr,Underground,Thursday,1982,7,1,7/1/1982,19:02:00,7/1/1982 19:02:00,Evening,1982-07-01
ussr,Underground,Sunday,1982,7,4,7/4/1982,5:17:17,7/4/1982 5:17:17,Night,1982-07-04
ussr,Underground,Sunday,1982,7,4,7/4/1982,5:17:17,7/4/1982 5:17:17,Night,1982-07-04
ussr,Underground,Sunday,1982,7,4,7/4/1982,5:17:17,7/4/1982 5:17:17,Night,1982-07-04
fr,Underground,Wednesday,1982,7,21,7/21/1982,19:13:00,7/21/1982 19:13:00,Evening,1982-07-21
fr,Underground,Sunday,1982,7,25,7/25/1982,20:02:00,7/25/1982 20:02:00,Evening,1982-07-25
usa,Underground,Thursday,1982,7,29,7/29/1982,13:05:00,7/29/1982 13:05:00,Afternoon,1982-07-29
ussr,Underground,Friday,1982,7,30,7/30/1982,1:00:00,7/30/1982 1:00:00,Night,1982-07-30
usa,Underground,Thursday,1982,8,5,8/5/1982,7:00:00,8/5/1982 7:00:00,Morning,1982-08-05
usa,Underground,Wednesday,1982,8,11,8/11/1982,8:00:00,8/11/1982 8:00:00,Morning,1982-08-11
ussr,Underground,Monday,1982,8,23,8/23/1982,6:43:07,8/23/1982 6:43:07,Morning,1982-08-23
ussr,Underground,Monday,1982,8,23,8/23/1982,6:43:07,8/23/1982 6:43:07,Morning,1982-08-23
ussr,Underground,Tuesday,1982,8,31,8/31/1982,5:31:03,8/31/1982 5:31:03,Night,1982-08-31
ussr,Underground,Tuesday,1982,8,31,8/31/1982,5:31:03,8/31/1982 5:31:03,Night,1982-08-31
usa,Underground,Thursday,1982,9,2,9/2/1982,7:00:00,9/2/1982 7:00:00,Morning,1982-09-02
ussr,Underground,Saturday,1982,9,4,9/4/1982,22:00:00,9/4/1982 22:00:00,Evening,1982-09-04
ussr,Underground,Tuesday,1982,9,21,9/21/1982,6:57:03,9/21/1982 6:57:03,Morning,1982-09-21
ussr,Underground,Tuesday,1982,9,21,9/21/1982,6:57:03,9/21/1982 6:57:03,Morning,1982-09-21
usa,Underground,Thursday,1982,9,23,9/23/1982,9:00:00,9/23/1982 9:00:00,Morning,1982-09-23
usa,Underground,Thursday,1982,9,23,9/23/1982,9:00:00,9/23/1982 9:00:00,Morning,1982-09-23
usa,Underground,Thursday,1982,9,23,9/23/1982,10:00:00,9/23/1982 10:00:00,Morning,1982-09-23
ussr,Underground,Saturday,1982,9,25,9/25/1982,22:00:00,9/25/1982 22:00:00,Evening,1982-09-25
usa,Underground,Wednesday,1982,9,29,9/29/1982,6:30:00,9/29/1982 6:30:00,Morning,1982-09-29
prc,Underground,Tuesday,1982,10,5,10/5/1982,8:00:00,10/5/1982 8:00:00,Morning,1982-10-05
ussr,Underground,Sunday,1982,10,10,10/10/1982,8:00:00,10/10/1982 8:00:00,Morning,1982-10-10
ussr,Underground,Monday,1982,10,11,10/11/1982,10:14:59,10/11/1982 10:14:59,Morning,1982-10-11
ussr,Underground,Monday,1982,10,11,10/11/1982,10:14:59,10/11/1982 10:14:59,Morning,1982-10-11
ussr,Underground,Monday,1982,10,11,10/11/1982,10:14:59,10/11/1982 10:14:59,Morning,1982-10-11
ussr,Underground,Monday,1982,10,11,10/11/1982,10:14:59,10/11/1982 10:14:59,Morning,1982-10-11
ussr,Underground,Saturday,1982,10,16,10/16/1982,9:00:00,10/16/1982 9:00:00,Morning,1982-10-16
ussr,Underground,Saturday,1982,10,16,10/16/1982,9:05:00,10/16/1982 9:05:00,Morning,1982-10-16
ussr,Underground,Saturday,1982,10,16,10/16/1982,9:10:00,10/16/1982 9:10:00,Morning,1982-10-16
ussr,Underground,Saturday,1982,10,16,10/16/1982,9:15:00,10/16/1982 9:15:00,Morning,1982-10-16
usa,Underground,Friday,1982,11,12,11/12/1982,11:17:00,11/12/1982 11:17:00,Morning,1982-11-12
fr,Underground,Saturday,1982,11,27,11/27/1982,18:02:00,11/27/1982 18:02:00,Evening,1982-11-27
ussr,Underground,Sunday,1982,12,5,12/5/1982,6:37:15,12/5/1982 6:37:15,Morning,1982-12-05
ussr,Underground,Sunday,1982,12,5,12/5/1982,6:37:15,12/5/1982 6:37:15,Morning,1982-12-05
usa,Underground,Friday,1982,12,10,12/10/1982,7:20:00,12/10/1982 7:20:00,Morning,1982-12-10
ussr,Underground,Saturday,1982,12,25,12/25/1982,7:23:08,12/25/1982 7:23:08,Morning,1982-12-25
ussr,Underground,Saturday,1982,12,25,12/25/1982,7:23:08,12/25/1982 7:23:08,Morning,1982-12-25
ussr,Underground,Sunday,1982,12,26,12/26/1982,6:35:17,12/26/1982 6:35:17,Morning,1982-12-26
ussr,Underground,Sunday,1982,12,26,12/26/1982,6:35:17,12/26/1982 6:35:17,Morning,1982-12-26
usa,Underground,Friday,1983,2,11,2/11/1983,8:00:00,2/11/1983 8:00:00,Morning,1983-02-11
usa,Underground,Thursday,1983,2,17,2/17/1983,9:00:00,2/17/1983 9:00:00,Morning,1983-02-17
ussr,Underground,Friday,1983,3,11,3/11/1983,3:00:00,3/11/1983 3:00:00,Night,1983-03-11
usa,Underground,Saturday,1983,3,26,3/26/1983,12:20:00,3/26/1983 12:20:00,Afternoon,1983-03-26
ussr,Underground,Wednesday,1983,3,30,3/30/1983,7:17:10,3/30/1983 7:17:10,Morning,1983-03-30
ussr,Underground,Monday,1983,4,11,4/11/1983,4:00:00,4/11/1983 4:00:00,Night,1983-04-11
ussr,Underground,Tuesday,1983,4,12,4/12/1983,7:41:08,4/12/1983 7:41:08,Morning,1983-04-12
usa,Underground,Thursday,1983,4,14,4/14/1983,11:05:00,4/14/1983 11:05:00,Morning,1983-04-14
fr,Underground,Tuesday,1983,4,19,4/19/1983,20:53:00,4/19/1983 20:53:00,Evening,1983-04-19
uk,Underground,Friday,1983,4,22,4/22/1983,13:53:00,4/22/1983 13:53:00,Afternoon,1983-04-22
fr,Underground,Monday,1983,4,25,4/25/1983,19:32:59,4/25/1983 19:32:59,Evening,1983-04-25
prc,Underground,Wednesday,1983,5,4,5/4/1983,12:59:58,5/4/1983 12:59:58,Afternoon,1983-05-04
usa,Underground,Thursday,1983,5,5,5/5/1983,8:20:00,5/5/1983 8:20:00,Morning,1983-05-05
fr,Underground,Wednesday,1983,5,25,5/25/1983,19:31:00,5/25/1983 19:31:00,Evening,1983-05-25
usa,Underground,Thursday,1983,5,26,5/26/1983,7:30:00,5/26/1983 7:30:00,Morning,1983-05-26
usa,Underground,Thursday,1983,5,26,5/26/1983,8:00:00,5/26/1983 8:00:00,Morning,1983-05-26
ussr,Underground,Monday,1983,5,30,5/30/1983,7:33:47,5/30/1983 7:33:47,Morning,1983-05-30
ussr,Underground,Monday,1983,5,30,5/30/1983,7:33:47,5/30/1983 7:33:47,Morning,1983-05-30
ussr,Underground,Thursday,1983,6,9,6/9/1983,4:00:00,6/9/1983 4:00:00,Night,1983-06-09
usa,Underground,Thursday,1983,6,9,6/9/1983,10:10:00,6/9/1983 10:10:00,Morning,1983-06-09
ussr,Underground,Sunday,1983,6,12,6/12/1983,6:36:46,6/12/1983 6:36:46,Morning,1983-06-12
ussr,Underground,Sunday,1983,6,12,6/12/1983,6:36:46,6/12/1983 6:36:46,Morning,1983-06-12
fr,Underground,Saturday,1983,6,18,6/18/1983,19:31:00,6/18/1983 19:31:00,Evening,1983-06-18
ussr,Underground,Friday,1983,6,24,6/24/1983,6:56:14,6/24/1983 6:56:14,Morning,1983-06-24
fr,Underground,Tuesday,1983,6,28,6/28/1983,19:46:00,6/28/1983 19:46:00,Evening,1983-06-28
ussr,Underground,Sunday,1983,7,10,7/10/1983,8:00:00,7/10/1983 8:00:00,Morning,1983-07-10
ussr,Underground,Sunday,1983,7,10,7/10/1983,8:05:00,7/10/1983 8:05:00,Morning,1983-07-10
ussr,Underground,Sunday,1983,7,10,7/10/1983,8:10:00,7/10/1983 8:10:00,Morning,1983-07-10
fr,Underground,Wednesday,1983,7,20,7/20/1983,22:30:00,7/20/1983 22:30:00,Evening,1983-07-20
usa,Underground,Wednesday,1983,8,3,8/3/1983,6:33:00,8/3/1983 6:33:00,Morning,1983-08-03
fr,Underground,Thursday,1983,8,4,8/4/1983,19:14:00,8/4/1983 19:14:00,Evening,1983-08-04
usa,Underground,Thursday,1983,8,11,8/11/1983,7:00:00,8/11/1983 7:00:00,Morning,1983-08-11
ussr,Underground,Thursday,1983,8,18,8/18/1983,20:09:59,8/18/1983 20:09:59,Evening,1983-08-18
ussr,Underground,Thursday,1983,8,18,8/18/1983,20:09:59,8/18/1983 20:09:59,Evening,1983-08-18
ussr,Underground,Thursday,1983,8,18,8/18/1983,20:09:59,8/18/1983 20:09:59,Evening,1983-08-18
ussr,Underground,Thursday,1983,8,18,8/18/1983,20:09:59,8/18/1983 20:09:59,Evening,1983-08-18
ussr,Underground,Thursday,1983,8,18,8/18/1983,20:09:59,8/18/1983 20:09:59,Evening,1983-08-18
usa,Underground,Saturday,1983,8,27,8/27/1983,7:00:00,8/27/1983 7:00:00,Morning,1983-08-27
usa,Underground,Thursday,1983,9,1,9/1/1983,7:00:00,9/1/1983 7:00:00,Morning,1983-09-01
ussr,Underground,Sunday,1983,9,11,9/11/1983,10:33:13,9/11/1983 10:33:13,Morning,1983-09-11
usa,Underground,Wednesday,1983,9,21,9/21/1983,8:00:00,9/21/1983 8:00:00,Morning,1983-09-21
usa,Underground,Wednesday,1983,9,21,9/21/1983,9:25:00,9/21/1983 9:25:00,Morning,1983-09-21
usa,Underground,Wednesday,1983,9,21,9/21/1983,9:25:00,9/21/1983 9:25:00,Morning,1983-09-21
usa,Underground,Thursday,1983,9,22,9/22/1983,8:00:00,9/22/1983 8:00:00,Morning,1983-09-22
ussr,Underground,Saturday,1983,9,24,9/24/1983,9:00:00,9/24/1983 9:00:00,Morning,1983-09-24
ussr,Underground,Saturday,1983,9,24,9/24/1983,9:05:00,9/24/1983 9:05:00,Morning,1983-09-24
ussr,Underground,Saturday,1983,9,24,9/24/1983,9:10:00,9/24/1983 9:10:00,Morning,1983-09-24
ussr,Underground,Saturday,1983,9,24,9/24/1983,9:15:00,9/24/1983 9:15:00,Morning,1983-09-24
ussr,Underground,Saturday,1983,9,24,9/24/1983,9:20:00,9/24/1983 9:20:00,Morning,1983-09-24
ussr,Underground,Saturday,1983,9,24,9/24/1983,9:25:00,9/24/1983 9:25:00,Morning,1983-09-24
ussr,Underground,Sunday,1983,9,25,9/25/1983,17:09:58,9/25/1983 17:09:58,Afternoon,1983-09-25
ussr,Underground,Sunday,1983,9,25,9/25/1983,17:09:58,9/25/1983 17:09:58,Afternoon,1983-09-25
ussr,Underground,Sunday,1983,9,25,9/25/1983,17:09:58,9/25/1983 17:09:58,Afternoon,1983-09-25
ussr,Underground,Sunday,1983,9,25,9/25/1983,17:09:58,9/25/1983 17:09:58,Afternoon,1983-09-25
usa,Underground,Thursday,1983,9,29,9/29/1983,8:00:00,9/29/1983 8:00:00,Morning,1983-09-29
ussr,Underground,Thursday,1983,10,6,10/6/1983,4:47:09,10/6/1983 4:47:09,Night,1983-10-06
ussr,Underground,Thursday,1983,10,6,10/6/1983,4:47:09,10/6/1983 4:47:09,Night,1983-10-06
prc,Underground,Thursday,1983,10,6,10/6/1983,17:59:58,10/6/1983 17:59:58,Afternoon,1983-10-06
ussr,Underground,Wednesday,1983,10,26,10/26/1983,4:55:07,10/26/1983 4:55:07,Night,1983-10-26
ussr,Underground,Wednesday,1983,11,2,11/2/1983,7:18:54,11/2/1983 7:18:54,Morning,1983-11-02
ussr,Underground,Sunday,1983,11,20,11/20/1983,6:27:07,11/20/1983 6:27:07,Morning,1983-11-20
ussr,Underground,Sunday,1983,11,20,11/20/1983,6:27:07,11/20/1983 6:27:07,Morning,1983-11-20
ussr,Underground,Tuesday,1983,11,29,11/29/1983,5:19:00,11/29/1983 5:19:00,Night,1983-11-29
ussr,Underground,Tuesday,1983,11,29,11/29/1983,5:19:09,11/29/1983 5:19:09,Night,1983-11-29
ussr,Underground,Tuesday,1983,11,29,11/29/1983,5:19:09,11/29/1983 5:19:09,Night,1983-11-29
fr,Underground,Saturday,1983,12,3,12/3/1983,17:58:00,12/3/1983 17:58:00,Afternoon,1983-12-03
fr,Underground,Wednesday,1983,12,7,12/7/1983,18:28:00,12/7/1983 18:28:00,Evening,1983-12-07
usa,Underground,Friday,1983,12,9,12/9/1983,8:00:00,12/9/1983 8:00:00,Morning,1983-12-09
usa,Underground,Friday,1983,12,16,12/16/1983,10:30:00,12/16/1983 10:30:00,Morning,1983-12-16
ussr,Underground,Monday,1983,12,26,12/26/1983,7:29:09,12/26/1983 7:29:09,Morning,1983-12-26
usa,Underground,Tuesday,1984,1,31,1/31/1984,7:30:00,1/31/1984 7:30:00,Morning,1984-01-31
usa,Underground,Wednesday,1984,2,15,2/15/1984,9:00:00,2/15/1984 9:00:00,Morning,1984-02-15
ussr,Underground,Sunday,1984,2,19,2/19/1984,6:57:06,2/19/1984 6:57:06,Morning,1984-02-19
usa,Underground,Thursday,1984,3,1,3/1/1984,9:45:00,3/1/1984 9:45:00,Morning,1984-03-01
ussr,Underground,Wednesday,1984,3,7,3/7/1984,5:39:09,3/7/1984 5:39:09,Night,1984-03-07
ussr,Underground,Thursday,1984,3,29,3/29/1984,8:19:11,3/29/1984 8:19:11,Morning,1984-03-29
usa,Underground,Saturday,1984,3,31,3/31/1984,6:30:00,3/31/1984 6:30:00,Morning,1984-03-31
ussr,Underground,Sunday,1984,4,15,4/15/1984,7:17:11,4/15/1984 7:17:11,Morning,1984-04-15
ussr,Underground,Sunday,1984,4,15,4/15/1984,7:17:12,4/15/1984 7:17:12,Morning,1984-04-15
ussr,Underground,Wednesday,1984,4,25,4/25/1984,5:09:06,4/25/1984 5:09:06,Night,1984-04-25
ussr,Underground,Wednesday,1984,4,25,4/25/1984,5:09:06,4/25/1984 5:09:06,Night,1984-04-25
uk,Underground,Tuesday,1984,5,1,5/1/1984,19:05:00,5/1/1984 19:05:00,Evening,1984-05-01
usa,Underground,Wednesday,1984,5,2,5/2/1984,6:50:00,5/2/1984 6:50:00,Morning,1984-05-02
fr,Underground,Tuesday,1984,5,8,5/8/1984,19:26:00,5/8/1984 19:26:00,Evening,1984-05-08
fr,Underground,Saturday,1984,5,12,5/12/1984,19:31:00,5/12/1984 19:31:00,Evening,1984-05-12
usa,Underground,Wednesday,1984,5,16,5/16/1984,9:00:00,5/16/1984 9:00:00,Morning,1984-05-16
ussr,Underground,Saturday,1984,5,26,5/26/1984,7:13:15,5/26/1984 7:13:15,Morning,1984-05-26
ussr,Underground,Saturday,1984,5,26,5/26/1984,7:13:15,5/26/1984 7:13:15,Morning,1984-05-26
usa,Underground,Thursday,1984,5,31,5/31/1984,6:04:00,5/31/1984 6:04:00,Morning,1984-05-31
ussr,Underground,Thursday,1984,6,7,6/7/1984,4:00:00,6/7/1984 4:00:00,Night,1984-06-07
fr,Underground,Tuesday,1984,6,12,6/12/1984,19:16:00,6/12/1984 19:16:00,Evening,1984-06-12
fr,Underground,Saturday,1984,6,16,6/16/1984,19:44:00,6/16/1984 19:44:00,Evening,1984-06-16
usa,Underground,Wednesday,1984,6,20,6/20/1984,8:15:00,6/20/1984 8:15:00,Morning,1984-06-20
usa,Underground,Thursday,1984,7,12,7/12/1984,7:00:00,7/12/1984 7:00:00,Morning,1984-07-12
ussr,Underground,Saturday,1984,7,14,7/14/1984,5:09:13,7/14/1984 5:09:13,Night,1984-07-14
ussr,Underground,Saturday,1984,7,14,7/14/1984,5:09:13,7/14/1984 5:09:13,Night,1984-07-14
ussr,Underground,Saturday,1984,7,21,7/21/1984,7:00:00,7/21/1984 7:00:00,Morning,1984-07-21
ussr,Underground,Saturday,1984,7,21,7/21/1984,7:05:00,7/21/1984 7:05:00,Morning,1984-07-21
ussr,Underground,Saturday,1984,7,21,7/21/1984,7:10:00,7/21/1984 7:10:00,Morning,1984-07-21
usa,Underground,Wednesday,1984,7,25,7/25/1984,8:30:00,7/25/1984 8:30:00,Morning,1984-07-25
usa,Underground,Thursday,1984,8,2,8/2/1984,8:00:00,8/2/1984 8:00:00,Morning,1984-08-02
ussr,Underground,Saturday,1984,8,11,8/11/1984,23:00:00,8/11/1984 23:00:00,Evening,1984-08-11
ussr,Underground,Saturday,1984,8,25,8/25/1984,23:00:00,8/25/1984 23:00:00,Evening,1984-08-25
ussr,Underground,Sunday,1984,8,26,8/26/1984,7:30:00,8/26/1984 7:30:00,Morning,1984-08-26
ussr,Underground,Monday,1984,8,27,8/27/1984,10:00:00,8/27/1984 10:00:00,Morning,1984-08-27
ussr,Underground,Monday,1984,8,27,8/27/1984,10:00:00,8/27/1984 10:00:00,Morning,1984-08-27
ussr,Underground,Tuesday,1984,8,28,8/28/1984,7:00:00,8/28/1984 7:00:00,Morning,1984-08-28
ussr,Underground,Tuesday,1984,8,28,8/28/1984,7:05:00,8/28/1984 7:05:00,Morning,1984-08-28
usa,Underground,Thursday,1984,8,30,8/30/1984,7:45:00,8/30/1984 7:45:00,Morning,1984-08-30
usa,Underground,Thursday,1984,8,30,8/30/1984,7:45:00,8/30/1984 7:45:00,Morning,1984-08-30
ussr,Underground,Sunday,1984,9,9,9/9/1984,6:59:09,9/9/1984 6:59:09,Morning,1984-09-09
ussr,Underground,Sunday,1984,9,9,9/9/1984,6:59:09,9/9/1984 6:59:09,Morning,1984-09-09
ussr,Underground,Sunday,1984,9,9,9/9/1984,6:59:09,9/9/1984 6:59:09,Morning,1984-09-09
ussr,Underground,Sunday,1984,9,9,9/9/1984,6:59:09,9/9/1984 6:59:09,Morning,1984-09-09
usa,Underground,Thursday,1984,9,13,9/13/1984,7:00:00,9/13/1984 7:00:00,Morning,1984-09-13
ussr,Underground,Monday,1984,9,17,9/17/1984,1:00:00,9/17/1984 1:00:00,Night,1984-09-17
usa,Underground,Tuesday,1984,10,2,10/2/1984,11:14:00,10/2/1984 11:14:00,Morning,1984-10-02
prc,Underground,Wednesday,1984,10,3,10/3/1984,13:59:58,10/3/1984 13:59:58,Afternoon,1984-10-03
ussr,Underground,Thursday,1984,10,18,10/18/1984,7:57:08,10/18/1984 7:57:08,Morning,1984-10-18
